    htccBigGasVolume  |                root  |volume containing cherenkov gas  |                                             0 0 0  |                                   0 0 0  |ee99ff5   |            Polycone  |0*deg 360*deg 4*counts 0*mm 15.8*mm 91.5*mm 150*mm 1742*mm 2300*mm 2300*mm 1589*mm -275*mm 181*mm 1046*mm 1740*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
     pmt_4_sector1_2  |                htcc  |     htcc pmt 4, sector1 right  |1558.5279*mm       417.60608*mm      -63.469128*mm  |175.03827*deg      -17.889404*deg               0*deg  | ff8080   |                Tube  |                             0*mm 55*mm 1.5*mm 0*deg 360*deg  |       HTCCPMTQuartz  |                  no  |     1   |     1   |     1   |   1   |   1   |                htcc  |                htcc  |sector manual 1 ring manual 4 half manual 2 
 wc_4_sector2_1inner  |                htcc  |  htcc wc 4, sector2 leftinner  |                                             0 0 0  |                                   0 0 0  | 999999   |          Paraboloid  |                   125.25*mm    51.338961*mm    76.723114*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
 wc_4_sector2_1outer  |                htcc  |  htcc wc 4, sector2 leftouter  |1119.1651*mm       1119.1653*mm        28.25812*mm  |-13.343154*deg        12.99533*deg               0*deg  | 999999   |          Paraboloid  |                    95.25*mm           56*mm      75.1426*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
      wc_4_sector2_1  |                htcc  |       htcc wc 4, sector2 left  |1119.1651*mm       1119.1653*mm        28.25812*mm  |-13.343154*deg        12.99533*deg               0*deg  |80ff802   |Operation: wc_4_sector2_1outer - wc_4_sector2_1inner  |                                                           0  |               G4_Al  |                  no  |     1   |     1   |     1   |   0   |   0   | mirror: htcc_AlMgF2  |              mirror  |                             id manual 1 
 wc_4_sector1_2inner  |                htcc  | htcc wc 4, sector1 rightinner  |                                             0 0 0  |                                   0 0 0  | 999999   |          Paraboloid  |                   125.25*mm    51.338961*mm    76.723114*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
 wc_4_sector1_2outer  |                htcc  | htcc wc 4, sector1 rightouter  |1528.8081*mm       409.64272*mm        28.25812*mm  |-4.961727*deg       17.889404*deg               0*deg  | 999999   |          Paraboloid  |                    95.25*mm           56*mm      75.1426*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
      wc_4_sector1_2  |                htcc  |      htcc wc 4, sector1 right  |1528.8081*mm       409.64272*mm        28.25812*mm  |-4.961727*deg       17.889404*deg               0*deg  |ff80802   |Operation: wc_4_sector1_2outer - wc_4_sector1_2inner  |                                                           0  |               G4_Al  |                  no  |     1   |     1   |     1   |   0   |   0   | mirror: htcc_AlMgF2  |              mirror  |                             id manual 1 
     pmt_3_sector2_1  |                htcc  |      htcc pmt 3, sector2 left  |1265.3943*mm       1265.3949*mm       162.09428*mm  |154.2251*deg        -23.5012*deg               0*deg  | f0f0f0   |                Tube  |                             0*mm 55*mm 1.5*mm 0*deg 360*deg  |       HTCCPMTQuartz  |                  no  |     1   |     1   |     1   |   1   |   1   |                htcc  |                htcc  |sector manual 2 ring manual 3 half manual 1 
     pmt_3_sector1_2  |                htcc  |     htcc pmt 3, sector1 right  |1728.5613*mm       463.16621*mm       162.09428*mm  |169.97669*deg      -33.006017*deg               0*deg  | 8080ff   |                Tube  |                             0*mm 55*mm 1.5*mm 0*deg 360*deg  |       HTCCPMTQuartz  |                  no  |     1   |     1   |     1   |   1   |   1   |                htcc  |                htcc  |sector manual 1 ring manual 3 half manual 2 
 wc_3_sector2_1inner  |                htcc  |  htcc wc 3, sector2 leftinner  |                                             0 0 0  |                                   0 0 0  | 999999   |          Paraboloid  |                   125.25*mm    51.338961*mm    76.723114*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
 wc_3_sector2_1outer  |                htcc  |  htcc wc 3, sector2 leftouter  |1226.8135*mm       1226.8141*mm       241.99168*mm  |-25.774901*deg         23.5012*deg               0*deg  | 999999   |          Paraboloid  |                    95.25*mm           56*mm      75.1426*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
      wc_3_sector2_1  |                htcc  |       htcc wc 3, sector2 left  |1226.8135*mm       1226.8141*mm       241.99168*mm  |-25.774901*deg         23.5012*deg               0*deg  |f0f0f02   |Operation: wc_3_sector2_1outer - wc_3_sector2_1inner  |                                                           0  |               G4_Al  |                  no  |     1   |     1   |     1   |   0   |   0   | mirror: htcc_AlMgF2  |              mirror  |                             id manual 1 
 wc_3_sector1_2inner  |                htcc  | htcc wc 3, sector1 rightinner  |                                             0 0 0  |                                   0 0 0  | 999999   |          Paraboloid  |                   125.25*mm    51.338961*mm    76.723114*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
 wc_3_sector1_2outer  |                htcc  | htcc wc 3, sector1 rightouter  | 1675.859*mm       449.04463*mm       241.99168*mm  |-10.023305*deg       33.006017*deg               0*deg  | 999999   |          Paraboloid  |                    95.25*mm           56*mm      75.1426*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
      wc_3_sector1_2  |                htcc  |      htcc wc 3, sector1 right  | 1675.859*mm       449.04463*mm       241.99168*mm  |-10.023305*deg       33.006017*deg               0*deg  |8080ff2   |Operation: wc_3_sector1_2outer - wc_3_sector1_2inner  |                                                           0  |               G4_Al  |                  no  |     1   |     1   |     1   |   0   |   0   | mirror: htcc_AlMgF2  |              mirror  |                             id manual 1 
     pmt_2_sector2_1  |                htcc  |      htcc pmt 2, sector2 left  |1346.0119*mm       1346.0117*mm       424.50853*mm  |140.34279*deg       -32.54577*deg               0*deg  | 80ff80   |                Tube  |                             0*mm 55*mm 1.5*mm 0*deg 360*deg  |       HTCCPMTQuartz  |                  no  |     1   |     1   |     1   |   1   |   1   |                htcc  |                htcc  |sector manual 2 ring manual 2 half manual 1 
     pmt_2_sector1_2  |                htcc  |     htcc pmt 2, sector1 right  |1838.6863*mm       492.67465*mm       424.50853*mm  |163.12117*deg       -47.29745*deg               0*deg  | ff8080   |                Tube  |                             0*mm 55*mm 1.5*mm 0*deg 360*deg  |       HTCCPMTQuartz  |                  no  |     1   |     1   |     1   |   1   |   1   |                htcc  |                htcc  |sector manual 1 ring manual 2 half manual 2 
 wc_2_sector2_1inner  |                htcc  |  htcc wc 2, sector2 leftinner  |                                             0 0 0  |                                   0 0 0  | 999999   |          Paraboloid  |                   125.25*mm    51.338961*mm    76.723114*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
 wc_2_sector2_1outer  |                htcc  |  htcc wc 2, sector2 leftouter  | 1293.963*mm       1293.9628*mm       487.29704*mm  |-39.657212*deg        32.54577*deg               0*deg  | 999999   |          Paraboloid  |                    95.25*mm           56*mm      75.1426*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
